happiness_score,gdp_per_capita,freedom,corruption,generosity,year
5.62900018692017,1.18939554691315,0.491247326135635,0.0421815551817417,0.360933750867844,2017
5.62099981307983,1.35593807697296,0.355111539363861,0.0412379764020443,0.271254301071167,2017
5.61100006103516,1.32087934017181,0.479131430387497,0.183248922228813,0.0988908112049103,2017
5.56899976730347,1.15655755996704,0.295400261878967,0.156313821673393,0.15513750910759,2017
5.52500009536743,1.10180306434631,0.465733230113983,0.0926102101802826,0.152073666453362,2017
5.5,1.19827437400818,0.300740599632263,0.0996715798974037,0.0466930419206619,2017
5.49300003051758,0.932537317276001,0.473507791757584,0.091065913438797,0.224150657653809,2017
5.47200012207031,1.55167484283447,0.490968644618988,0.293933749198914,0.374465793371201,2017
5.42999982833862,0.85769921541214,0.585214674472809,0.0993318930268288,0.193513423204422,2017
5.39499998092651,1.06931757926941,0.208715528249741,0.0409037806093693,0.220125883817673,2017
5.33599996566772,0.991012394428253,0.418421149253845,0.11980327218771,0.172170460224152,2017
5.32399988174438,1.2860119342804,0.175863519310951,0.0366369374096394,0.0784016624093056,2017
5.31099987030029,0.925579309463501,0.474307239055634,0.0552677810192108,0.233818337321281,2017
5.29300022125244,1.22255623340607,0.255772292613983,0.0431031100451946,0.248002976179123,2017
5.27899980545044,0.951484382152557,0.260287940502167,0.0574716180562973,0.319931447505951,2017
5.27299976348877,1.08116579055786,0.472787708044052,0.0227942746132612,0.0288068410009146,2017
5.26900005340576,0.72688353061676,0.23521526157856,0.124348066747189,0.315446019172668,2017
5.26200008392334,0.995538592338562,0.443323463201523,0.0153171354904771,0.611704587936401,2017
5.25,1.12843120098114,0.153997123241425,0.0644911229610443,0.0650196298956871,2017
5.23699998855591,1.12112903594971,0.194989055395126,0.0881741940975189,0.197911024093628,2017
5.2350001335144,0.878114581108093,0.408158332109451,0.0877631828188896,0.0322099551558495,2017
5.23400020599365,1.15360176563263,0.398155838251114,0.180987507104874,0.0452693402767181,2017
5.23000001907349,1.07937383651733,0.55258983373642,0.113945253193378,0.186967849731445,2017
5.22700023651123,1.28948748111725,0.0957312509417534,0.04328977689147,0.0,2017
5.22499990463257,1.07498753070831,0.288515985012054,0.037513829767704,0.264450758695602,2017
5.19500017166138,1.3151752948761,0.498465299606323,0.0158694516867399,0.0951027125120163,2017
5.18200016021729,0.982409417629242,0.204403176903725,0.0,0.328867495059967,2017
5.18100023269653,0.730573117733002,0.348079860210419,0.0733454525470734,0.236188873648643,2017
5.17500019073486,1.06457793712616,0.325905978679657,0.0602777935564518,0.25376096367836,2017
5.15100002288818,0.0226431842893362,0.602126955986023,0.282410323619843,0.291631311178207,2017
5.07399988174438,0.788547575473785,0.571055591106415,0.0876332372426987,0.234968051314354,2017
5.07399988174438,0.783756256103516,0.394952565431595,0.0261215660721064,0.230947196483612,2017
5.04099988937378,0.524713635444641,0.471566706895828,0.146377146244049,0.248997643589973,2017
5.01100015640259,0.885416388511658,0.501537680625916,0.173380389809608,0.474054545164108,2017
5.00400018692017,0.596220076084137,0.454943388700485,0.0394391790032387,0.42858037352562,2017
4.96199989318848,0.479820191860199,0.440305948257446,0.0729755461215973,0.394096165895462,2017
4.95499992370605,1.02723586559296,0.394143968820572,0.0329022891819477,0.338464230298996,2017
4.8289999961853,1.05469870567322,0.479246735572815,0.0725094974040985,0.139362379908562,2017
4.80499982833862,1.00726580619812,0.289680689573288,0.0867231488227844,0.0496933571994305,2017
4.77500009536743,0.716249227523804,0.25471106171608,0.0892826020717621,0.114173173904419,2017
4.7350001335144,0.989701807498932,0.282110154628754,0.114381365478039,0.128631442785263,2017
4.71400022506714,1.1614590883255,0.289231717586517,0.0110515309497714,0.113177694380283,2017
4.70900011062622,0.36842092871666,0.318697690963745,0.0710951760411263,0.293040901422501,2017
4.69500017166138,0.564305365085602,0.430388748645782,0.0513066314160824,0.236298456788063,2017
4.69199991226196,1.15687310695648,0.249322608113289,0.048761073499918,0.387242913246155,2017
4.64400005340576,0.996192753314972,0.381498634815216,0.0398642159998417,0.201312944293022,2017
4.60799980163574,0.586682975292206,0.478356659412384,0.123717859387398,0.172255352139473,2017
4.57399988174438,0.964434325695038,0.520303547382355,0.0931469723582268,0.0771337449550629,2017
4.55299997329712,0.560479462146759,0.452763766050339,0.0646413192152977,0.444860309362411,2017
4.55000019073486,0.234305649995804,0.480791091918945,0.179436385631561,0.322228103876114,2017
4.54500007629395,0.367110550403595,0.514492034912109,0.188816204667091,0.838075160980225,2017
4.53499984741211,0.479309022426605,0.377922266721725,0.115460447967052,0.183468893170357,2017
4.51399993896484,0.636406779289246,0.461603492498398,0.0782135501503944,0.249580144882202,2017
4.49700021743774,1.10271048545837,0.288555532693863,0.107215754687786,0.19963726401329,2017
4.46500015258789,1.1982102394104,0.312328577041626,0.0760467872023582,0.0437853783369064,2017
4.46000003814697,0.339233845472336,0.408842742443085,0.165455713868141,0.312650740146637,2017
4.44000005722046,1.00985014438629,0.561213254928589,0.0736539661884308,0.490863561630249,2017
4.37599992752075,0.900596737861633,0.198303267359734,0.0266744215041399,0.0834880918264389,2017
4.31500005722046,0.792221248149872,0.469987004995346,0.0922268852591515,0.231538489460945,2017
4.29199981689453,0.648457288742065,0.0960980430245399,0.136957004666328,0.201870024204254,2017
4.29099988937378,0.808964252471924,0.435025870800018,0.0796181336045265,0.120852127671242,2017
4.28599977493286,0.950612664222717,0.309410035610199,0.251666635274887,0.0540088154375553,2017
4.28000020980835,0.0921023488044739,0.235961347818375,0.0602413564920425,0.246455833315849,2017
4.19000005722046,0.476180493831635,0.306613743305206,0.104970246553421,0.183354198932648,2017
4.17999982833862,0.603048920631409,0.447706192731857,0.130061775445938,0.201237469911575,2017
4.16800022125244,0.601765096187592,0.633375823497772,0.0681059509515762,0.385922968387604,2017
4.13899993896484,0.65951669216156,0.0149958552792668,0.089847519993782,0.182317450642586,2017
4.11999988555908,0.667224824428558,0.423026293516159,0.0253363698720932,0.256923943758011,2017
4.09600019454956,0.89465194940567,0.122974775731564,0.0230294708162546,0.270061463117599,2017
4.08099985122681,0.381430715322495,0.443185955286026,0.057069718837738,0.325766056776047,2017
4.03200006484985,0.3502277135849,0.324367851018906,0.120328105986118,0.250864684581757,2017
4.02799987792969,0.161925330758095,0.36365869641304,0.138572946190834,0.228673845529556,2017
3.97000002861023,0.233442038297653,0.466914653778076,0.0727116540074348,0.287170469760895,2017
3.93600010871887,0.438012987375259,0.16234202682972,0.0535818822681904,0.216113850474358,2017
3.875,0.375846534967422,0.336384207010269,0.0953753814101219,0.189143493771553,2017
3.80800008773804,0.521021246910095,0.390661299228668,0.119094640016556,0.157497271895409,2017
3.79500007629395,0.858428180217743,0.0,0.0697203353047371,0.097926490008831,2017
3.79399991035461,0.401477217674255,0.106179520487785,0.0611578300595284,0.311870932579041,2017
3.76600003242493,1.12209415435791,0.505196332931519,0.0985831990838051,0.0993484482169151,2017
3.65700006484985,0.431085407733917,0.425962775945663,0.0609290152788162,0.207948461174965,2017
3.64400005340576,0.305808693170547,0.189196765422821,0.0672319754958153,0.208732530474663,2017
3.6029999256134,0.368610262870789,0.0303698573261499,0.0998721495270729,0.489203780889511,2017
3.59299993515015,0.591683447360992,0.249463722109795,0.0567674227058887,0.104125209152699,2017
3.59100008010864,0.39724862575531,0.147062435746193,0.116793513298035,0.285670816898346,2017
3.53299999237061,0.119041793048382,0.332881182432175,0.0389482490718365,0.26654988527298,2017
3.50699996948242,0.244549930095673,0.348587512969971,0.110937617719173,0.264815092086792,2017
3.49499988555908,0.305444717407227,0.38042613863945,0.0956650152802467,0.196896150708199,2017
3.47099995613098,0.368745893239975,0.581843852996826,0.455220013856888,0.252756029367447,2017
3.46199989318848,0.777153134346008,0.0815394446253777,0.151347130537033,0.493663728237152,2017
3.34899997711182,0.511135876178741,0.390017777681351,0.0660351067781448,0.354256361722946,2017
2.90499997138977,0.091622568666935,0.0599007532000542,0.0841479450464249,0.204435184597969,2017
2.69300007820129,0.0,0.270842045545578,0.0565650761127472,0.280876487493515,2017
7.632,1.305,0.681,0.393,0.202,2018
7.594,1.456,0.686,0.34,0.286,2018
7.555,1.351,0.683,0.408,0.284,2018
7.495,1.343,0.677,0.138,0.353,2018
7.487,1.42,0.66,0.357,0.256,2018
7.441,1.361,0.638,0.295,0.333,2018
7.328,1.33,0.653,0.291,0.321,2018
7.324,1.268,0.669,0.389,0.365,2018
7.314,1.355,0.659,0.383,0.285,2018
7.272,1.34,0.647,0.302,0.361,2018
7.19,1.244,0.464,0.082,0.262,2018
7.139,1.341,0.617,0.224,0.242,2018
7.072,1.01,0.632,0.101,0.143,2018
6.977,1.448,0.614,0.306,0.307,2018
6.965,1.34,0.586,0.28,0.273,2018
6.927,1.324,0.583,0.24,0.188,2018
6.91,1.576,0.632,0.321,0.196,2018
6.886,1.398,0.547,0.133,0.291,2018
6.814,1.301,0.533,0.272,0.354,2018
6.774,2.096,0.284,0.091,0.186,2018
6.711,1.233,0.543,0.034,0.064,2018
6.627,1.27,0.645,0.142,0.376,2018
6.489,1.293,0.52,0.176,0.098,2018
6.488,1.038,0.479,0.095,0.069,2018
6.476,1.131,0.431,0.061,0.197,2018
6.441,1.365,0.418,0.078,0.151,2018
6.43,1.112,0.597,0.063,0.125,2018
6.419,0.986,0.493,0.088,0.11,2018
6.388,1.073,0.57,0.054,0.062,2018
6.382,0.781,0.604,0.071,0.179,2018
6.379,1.093,0.625,0.155,0.13,2018
6.374,1.649,0.654,0.171,0.256,2018
6.371,1.379,0.509,0.127,0.098,2018
6.343,1.529,0.631,0.457,0.261,2018
6.322,1.161,0.356,0.059,0.311,2018
6.31,1.251,0.449,0.074,0.142,2018
6.26,0.96,0.531,0.039,0.099,2018
6.192,1.223,0.575,0.019,0.171,2018
6.173,1.21,0.354,0.014,0.118,2018
6.167,0.806,0.461,0.082,0.065,2018
6.141,0.668,0.527,0.128,0.208,2018
6.123,1.176,0.546,0.064,0.108,2018
6.105,1.338,0.594,0.123,0.243,2018
6.096,0.719,0.724,0.259,0.328,2018
6.083,1.474,0.554,0.106,0.167,2018
6.072,1.016,0.637,0.029,0.364,2018
6.0,1.264,0.281,0.028,0.137,2018
5.973,0.889,0.556,0.12,0.114,2018
5.956,0.807,0.593,0.089,0.183,2018
5.952,1.197,0.35,0.006,0.026,2018
5.948,1.219,0.633,0.051,0.16,2018
5.945,1.116,0.528,0.001,0.088,2018
5.933,1.148,0.363,0.066,0.092,2018
5.915,1.294,0.553,0.15,0.079,2018
5.891,1.09,0.584,0.05,0.245,2018
5.89,0.819,0.575,0.031,0.096,2018
5.875,1.266,0.244,0.051,0.175,2018
5.835,1.229,0.495,0.154,0.179,2018
5.81,1.151,0.399,0.025,0.065,2018
5.79,1.143,0.454,0.121,0.148,2018
5.762,1.229,0.423,0.035,0.202,2018
5.752,0.751,0.606,0.054,0.141,2018
5.739,1.2,0.553,0.174,0.086,2018
5.681,0.835,0.541,0.074,0.162,2018
5.663,0.934,0.53,0.034,0.092,2018
5.662,0.855,0.448,0.023,0.274,2018
5.64,0.657,0.232,0.0,0.171,2018
5.636,1.016,0.417,0.037,0.199,2018
5.62,1.171,0.259,0.022,0.061,2018
5.566,0.985,0.496,0.148,0.116,2018
5.524,0.775,0.643,0.105,0.12,2018
5.504,0.62,0.459,0.074,0.197,2018
5.483,1.039,0.307,0.154,0.101,2018
5.483,1.148,0.324,0.109,0.106,2018
5.472,0.652,0.334,0.113,0.216,2018
5.43,1.405,0.524,0.291,0.246,2018
5.41,1.188,0.562,0.017,0.055,2018
5.398,0.975,0.288,0.043,0.134,2018
5.358,1.154,0.131,0.044,0.0,2018
5.358,0.965,0.503,0.136,0.214,2018
5.347,1.017,0.259,0.081,0.111,2018
5.321,1.115,0.38,0.039,0.12,2018
5.302,0.982,0.578,0.106,0.12,2018
5.295,0.979,0.077,0.135,0.055,2018
5.254,0.779,0.46,0.074,0.026,2018
5.246,0.989,0.597,0.103,0.029,2018
5.201,1.024,0.43,0.176,0.031,2018
5.199,0.474,0.292,0.034,0.187,2018
5.185,0.959,0.394,0.052,0.173,2018
5.161,0.822,0.468,0.134,0.13,2018
5.155,0.689,0.462,0.032,0.201,2018
5.131,0.53,0.54,0.035,0.281,2018
5.129,0.915,0.28,0.0,0.216,2018
5.125,0.914,0.395,0.032,0.253,2018
5.103,0.715,0.618,0.079,0.177,2018
5.093,0.899,0.538,0.018,0.484,2018
5.082,0.796,0.541,0.171,0.364,2018
4.982,0.0,0.674,0.282,0.238,2018
4.975,0.535,0.454,0.043,0.183,2018
4.933,1.054,0.359,0.009,0.064,2018
4.88,0.425,0.526,0.078,0.302,2018
4.806,0.996,0.133,0.052,0.056,2018
4.758,1.036,0.356,0.052,0.032,2018
4.743,0.642,0.266,0.076,0.086,2018
4.724,0.94,0.516,0.056,0.103,2018
4.707,1.059,0.459,0.129,0.282,2018
4.671,0.541,0.467,0.103,0.146,2018
4.657,0.592,0.499,0.029,0.212,2018
4.631,0.429,0.406,0.082,0.138,2018
4.623,0.72,0.626,0.174,0.23,2018
4.592,0.9,0.271,0.063,0.04,2018
4.586,0.916,0.419,0.032,0.149,2018
4.571,0.256,0.355,0.053,0.238,2018
4.559,0.682,0.514,0.077,0.091,2018
4.5,0.532,0.58,0.144,0.153,2018
4.471,0.918,0.585,0.05,0.307,2018
4.456,1.01,0.304,0.095,0.148,2018
4.447,0.37,0.367,0.056,0.139,2018
4.441,0.874,0.519,0.064,0.051,2018
4.433,0.549,0.696,0.065,0.256,2018
4.424,0.314,0.312,0.128,0.175,2018
4.419,0.885,0.312,0.107,0.092,2018
4.417,0.198,0.531,0.158,0.206,2018
4.41,0.493,0.504,0.055,0.352,2018
4.377,0.562,0.503,0.082,0.221,2018
4.356,0.557,0.129,0.093,0.134,2018
4.35,0.308,0.452,0.146,0.22,2018
4.34,0.853,0.375,0.215,0.038,2018
4.321,0.816,0.26,0.028,0.077,2018
4.308,0.682,0.58,0.178,0.598,2018
4.301,0.358,0.189,0.06,0.181,2018
4.245,0.069,0.312,0.052,0.197,2018
4.19,0.721,0.539,0.093,0.172,2018
4.166,0.131,0.39,0.099,0.175,2018
4.161,0.322,0.45,0.061,0.259,2018
4.141,0.378,0.44,0.067,0.163,2018
4.139,0.605,0.016,0.082,0.134,2018
4.103,0.793,0.163,0.011,0.187,2018
3.999,0.259,0.434,0.101,0.158,2018
3.964,0.344,0.394,0.094,0.185,2018
3.808,0.472,0.423,0.112,0.116,2018
3.795,0.73,0.0,0.061,0.079,2018
3.774,0.262,0.221,0.049,0.155,2018
3.692,0.357,0.406,0.099,0.132,2018
3.632,0.332,0.085,0.036,0.191,2018
3.59,1.017,0.557,0.092,0.042,2018
3.587,0.186,0.531,0.08,0.21,2018
3.582,0.315,0.025,0.104,0.392,2018
3.495,0.076,0.419,0.03,0.206,2018
3.462,0.689,0.088,0.144,0.376,2018
3.408,0.332,0.636,0.444,0.2,2018
3.355,0.442,0.244,0.064,0.083,2018
3.303,0.455,0.481,0.097,0.27,2018
3.254,0.337,0.112,0.106,0.224,2018
3.083,0.024,0.305,0.038,0.218,2018
2.905,0.091,0.065,0.076,0.149,2018
7.769,1.34,0.596,0.393,0.153,2019
7.6,1.383,0.592,0.41,0.252,2019
7.554,1.488,0.603,0.341,0.271,2019
7.494,1.38,0.591,0.118,0.354,2019
7.488,1.396,0.557,0.298,0.322,2019
7.48,1.452,0.572,0.343,0.263,2019
7.343,1.387,0.574,0.373,0.267,2019
7.307,1.303,0.585,0.38,0.33,2019
7.278,1.365,0.584,0.308,0.285,2019
7.246,1.376,0.532,0.226,0.244,2019
7.228,1.372,0.557,0.29,0.332,2019
7.167,1.034,0.558,0.093,0.144,2019
7.139,1.276,0.371,0.082,0.261,2019
7.09,1.609,0.526,0.316,0.194,2019
7.054,1.333,0.45,0.278,0.348,2019
7.021,1.499,0.516,0.31,0.298,2019
6.985,1.373,0.495,0.265,0.261,2019
6.923,1.356,0.473,0.21,0.16,2019
6.892,1.433,0.454,0.128,0.28,2019
6.852,1.269,0.457,0.036,0.046,2019
6.825,1.503,0.598,0.182,0.262,2019
6.726,1.3,0.564,0.151,0.375,2019
6.595,1.07,0.433,0.073,0.074,2019
6.592,1.324,0.436,0.183,0.111,2019
6.446,1.368,0.351,0.097,0.242,2019
6.444,1.159,0.357,0.056,0.187,2019
6.436,0.8,0.535,0.078,0.175,2019
6.375,1.403,0.439,0.132,0.08,2019
6.374,1.684,0.555,0.167,0.22,2019
6.354,1.286,0.362,0.079,0.153,2019
6.321,1.149,0.516,0.054,0.109,2019
6.3,1.004,0.39,0.086,0.099,2019
6.293,1.124,0.523,0.15,0.127,2019
6.262,1.572,0.556,0.453,0.271,2019
6.253,0.794,0.43,0.074,0.093,2019
6.223,1.294,0.231,0.03,0.158,2019
6.199,1.362,0.536,0.11,0.255,2019
6.198,1.246,0.334,0.014,0.121,2019
6.192,1.231,0.489,0.016,0.185,2019
6.182,1.206,0.483,0.05,0.117,2019
6.174,0.745,0.631,0.24,0.322,2019
6.149,1.238,0.291,0.042,0.043,2019
6.125,0.985,0.47,0.034,0.099,2019
6.118,1.258,0.564,0.057,0.144,2019
6.105,0.694,0.435,0.127,0.2,2019
6.1,0.882,0.489,0.006,0.262,2019
6.086,1.092,0.471,0.05,0.066,2019
6.07,1.162,0.462,0.005,0.083,2019
6.046,1.263,0.406,0.041,0.19,2019
6.028,0.912,0.498,0.087,0.126,2019
6.021,1.5,0.493,0.097,0.142,2019
6.008,1.05,0.557,0.028,0.359,2019
5.94,1.187,0.264,0.064,0.075,2019
5.895,1.301,0.159,0.056,0.175,2019
5.893,1.237,0.495,0.161,0.103,2019
5.89,0.831,0.49,0.028,0.107,2019
5.888,1.12,0.498,0.06,0.215,2019
5.886,1.327,0.445,0.14,0.069,2019
5.86,0.642,0.507,0.078,0.246,2019
5.809,1.173,0.41,0.096,0.146,2019
5.779,0.776,0.511,0.064,0.137,2019
5.758,1.201,0.199,0.02,0.081,2019
5.743,0.855,0.514,0.08,0.184,2019
5.718,1.263,0.417,0.162,0.191,2019
5.697,0.96,0.455,0.027,0.083,2019
5.693,1.221,0.508,0.025,0.047,2019
5.653,0.677,0.313,0.098,0.22,2019
5.648,1.183,0.334,0.031,0.082,2019
5.631,0.807,0.558,0.107,0.117,2019
5.603,1.004,0.282,0.039,0.137,2019
5.529,0.685,0.245,0.0,0.181,2019
5.525,1.044,0.416,0.152,0.133,2019
5.523,1.051,0.197,0.08,0.142,2019
5.467,0.493,0.389,0.144,0.23,2019
5.432,1.155,0.296,0.022,0.119,2019
5.43,1.438,0.44,0.287,0.258,2019
5.425,1.015,0.497,0.101,0.113,2019
5.386,0.945,0.212,0.006,0.263,2019
5.373,1.183,0.195,0.106,0.083,2019
5.339,1.221,0.508,0.024,0.26,2019
5.323,1.067,0.235,0.142,0.094,2019
5.287,1.181,0.067,0.034,0.0,2019
5.285,0.948,0.317,0.038,0.235,2019
5.274,0.983,0.345,0.034,0.185,2019
5.265,0.696,0.426,0.041,0.215,2019
5.261,0.551,0.508,0.023,0.3,2019
5.247,1.052,0.394,0.028,0.244,2019
5.211,1.002,0.086,0.114,0.073,2019
5.208,0.801,0.418,0.076,0.036,2019
5.208,1.043,0.351,0.182,0.035,2019
5.197,0.987,0.216,0.027,0.166,2019
5.192,0.931,0.491,0.028,0.498,2019
5.191,1.029,0.521,0.1,0.058,2019
5.175,0.741,0.543,0.073,0.147,2019
5.082,0.813,0.457,0.167,0.37,2019
5.044,0.549,0.381,0.037,0.187,2019
5.011,1.092,0.311,0.004,0.081,2019
4.996,0.611,0.381,0.04,0.245,2019
4.944,0.569,0.352,0.09,0.154,2019
4.913,0.446,0.439,0.089,0.285,2019
4.906,0.837,0.383,0.13,0.11,2019
4.883,0.393,0.349,0.082,0.175,2019
4.812,0.673,0.372,0.093,0.105,2019
4.799,1.057,0.295,0.055,0.043,2019
4.796,0.764,0.547,0.164,0.266,2019
4.722,0.96,0.389,0.055,0.13,2019
4.719,0.947,0.383,0.027,0.178,2019
4.707,0.96,0.154,0.047,0.064,2019
4.7,0.574,0.609,0.062,0.232,2019
4.696,0.657,0.225,0.066,0.103,2019
4.681,0.45,0.292,0.072,0.153,2019
4.668,0.0,0.559,0.27,0.243,2019
4.639,0.879,0.401,0.056,0.07,2019
4.628,0.138,0.318,0.102,0.188,2019
4.587,0.331,0.255,0.113,0.177,2019
4.559,0.85,0.283,0.064,0.095,2019
4.548,1.1,0.305,0.125,0.27,2019
4.534,0.38,0.332,0.086,0.207,2019
4.519,0.886,0.346,0.164,0.043,2019
4.516,0.308,0.382,0.167,0.269,2019
4.509,0.512,0.431,0.053,0.372,2019
4.49,0.57,0.066,0.088,0.106,2019
4.466,0.204,0.494,0.138,0.197,2019
4.461,0.921,0.167,0.055,0.059,2019
4.456,0.562,0.527,0.143,0.166,2019
4.437,1.043,0.241,0.089,0.148,2019
4.418,0.094,0.269,0.053,0.212,2019
4.39,0.385,0.327,0.052,0.153,2019
4.374,0.268,0.309,0.045,0.252,2019
4.366,0.949,0.47,0.047,0.244,2019
4.36,0.71,0.525,0.172,0.566,2019
4.35,0.35,0.174,0.078,0.198,2019
4.332,0.82,0.178,0.01,0.187,2019
4.286,0.336,0.344,0.1,0.209,2019
4.212,0.811,0.313,0.135,0.074,2019
4.189,0.332,0.356,0.06,0.252,2019
4.166,0.913,0.241,0.067,0.076,2019
4.107,0.578,0.431,0.087,0.247,2019
4.085,0.275,0.293,0.085,0.177,2019
4.015,0.755,0.498,0.085,0.2,2019
3.975,0.073,0.37,0.033,0.233,2019
3.973,0.274,0.142,0.078,0.275,2019
3.933,0.274,0.148,0.041,0.169,2019
3.802,0.489,0.359,0.093,0.107,2019
3.775,0.046,0.22,0.18,0.176,2019
3.663,0.366,0.361,0.089,0.151,2019
3.597,0.323,0.026,0.11,0.419,2019
3.488,1.041,0.455,0.1,0.025,2019
3.462,0.619,0.013,0.141,0.331,2019
3.41,0.191,0.443,0.089,0.218,2019
3.38,0.287,0.143,0.077,0.108,2019
3.334,0.359,0.555,0.411,0.217,2019
3.231,0.476,0.417,0.147,0.276,2019
3.203,0.35,0.0,0.025,0.158,2019
3.083,0.026,0.225,0.035,0.235,2019
2.853,0.306,0.01,0.091,0.202,2019
